label,area,centroid-0,centroid-1,equivalent_diameter,bbox_area,convex_area,filled_area,major_axis_length,minor_axis_length,bbox-0,bbox-1,bbox-2,bbox-3,weighted_centroid-0,weighted_centroid-1,coords,eccentricity,euler_number,extent,feret_diameter_max,max_intensity,mean_intensity,min_intensity,orientation,perimeter,solidity,Fluorescence_Intensity,filtered_GMM_stemness
11,2135.0,1549.383606557377,1643.456674473068,52.137955732935794,3078.0,2183.0,2135.0,63.48432787645641,42.895899485995706,1521,1617,1578,1671,1550.3947040307587,1643.4459054813492,"[[1521 1652]
 [1521 1653]
 [1521 1654]
 ...
 [1577 1636]
 [1577 1637]
 [1577 1638]]",0.7371833695512616,1,0.693632228719948,63.28506932918696,0.46585050234443154,0.3888367419997945,0.11044807017714665,-0.7325495115593064,175.23759005323595,0.9780119102153001,0.9463950560769054,0.0
12,7611.0,1111.8157929312836,1375.8052818289318,98.44097812892414,12155.0,8406.0,7611.0,138.98531037670196,77.44360477255334,1039,1331,1182,1416,1117.378035497461,1374.9644830492196,"[[1039 1399]
 [1039 1400]
 [1040 1394]
 ...
 [1180 1382]
 [1180 1383]
 [1181 1381]]",0.8303735444814551,1,0.6261620732208968,144.25671561490648,0.3721613996387326,0.2718315444507835,0.054666344715872964,-0.0023157099891470394,378.51681066681454,0.9054246966452534,20.855054551003278,1.0
13,6432.0,1367.4500932835822,789.8715796019901,90.49572780930913,8084.0,6523.0,6432.0,95.2111987312279,86.26089396097684,1322,746,1416,832,1368.1708154117766,788.9351762289972,"[[1322  795]
 [1322  796]
 [1322  797]
 ...
 [1414  795]
 [1414  796]
 [1415  785]]",0.42328784988755563,1,0.7956457199406235,98.2344135219425,0.26927473483728254,0.1631683330986861,0.04188415228010599,-0.08331012529650374,300.35028842544403,0.9860493637896673,5.42365148393988,0.0
14,7321.0,1094.6220461685562,1617.9030187132905,96.54732884449018,10509.0,7506.0,7321.0,116.56194852272792,83.90425838853167,1046,1563,1139,1676,1094.7355049732485,1617.9206591682175,"[[1046 1619]
 [1046 1620]
 [1046 1621]
 ...
 [1138 1661]
 [1138 1662]
 [1138 1663]]",0.694155101528857,1,0.6966409744028927,121.85236969382254,0.39039235387586524,0.3015954395183251,0.052035533157807706,1.0613385771823918,341.8061325481597,0.9753530508926193,4.570672159914549,0.0
15,7485.0,1183.8240480961924,1648.9187708750835,97.6227329690308,9900.0,7613.0,7485.0,110.6805612550706,88.07499624037253,1142,1599,1232,1709,1185.2377128207336,1651.6875458224067,"[[1142 1624]
 [1142 1625]
 [1142 1626]
 ...
 [1231 1641]
 [1231 1642]
 [1231 1643]]",0.6056140903270775,1,0.7560606060606061,112.08925015361643,0.7261279866085205,0.5444515224623673,0.12459000318355345,-1.4478889081535806,332.73506473629425,0.9831866544069355,11.729327840085451,1.0
16,6264.0,1519.2156768837804,1154.7195083014049,89.30606087058739,8632.0,6358.0,6264.0,108.4304774494083,73.7411916923974,1478,1105,1561,1209,1521.7718311912897,1155.4075426706288,"[[1478 1132]
 [1478 1133]
 [1478 1134]
 ...
 [1560 1168]
 [1560 1169]
 [1560 1170]]",0.7331396834030822,1,0.7256719184430028,109.00458705944443,0.36252871309328855,0.2567961760083124,0.0553279448323619,1.1490994071631326,303.8061325481597,0.9852154765649576,2.34715800717174,0.0
17,5700.0,1675.811403508772,1738.6614035087719,85.19075891779828,7800.0,5779.0,5700.0,98.11801189487537,74.784755469896,1639,1693,1717,1793,1675.3578605774237,1737.3754943486863,"[[1639 1736]
 [1639 1737]
 [1639 1738]
 ...
 [1716 1733]
 [1716 1734]
 [1716 1735]]",0.6473511283263181,1,0.7307692307692307,100.84145972763385,0.3294928137616482,0.2405260150714747,0.06437712285192061,-1.3113496614253506,287.56349186104046,0.9863298148468593,1.2760662241550313,0.0
18,5005.0,1707.3380619380619,856.9088911088911,79.82834033975332,6164.0,5101.0,5005.0,95.73139529504614,66.87456242150719,1662,824,1754,891,1707.0271234894353,856.9400973496195,"[[1662  845]
 [1662  846]
 [1662  847]
 ...
 [1753  854]
 [1753  855]
 [1753  856]]",0.7155470079916268,1,0.8119727449707982,93.86160024205851,0.305050829648143,0.2201633892616617,0.08149563696541327,0.016051966688366313,271.237590053236,0.9811801607527936,6.081269550621805,0.0
19,7817.0,1297.7785595496994,929.6104643725214,99.76428980950432,11235.0,7920.0,7817.0,114.1055235358413,88.46692916920092,1244,880,1351,985,1296.7570430565816,928.4136888988664,"[[1244  931]
 [1244  932]
 [1244  933]
 ...
 [1349  913]
 [1349  914]
 [1350  908]]",0.6315832896472042,1,0.6957721406319537,114.28035701729323,0.32770920078867516,0.2315868447041432,0.04708417166596207,-0.8056799535590458,337.9898987322333,0.9869949494949495,6.991012436102846,0.0
20,3884.0,1944.930998970134,1026.1390319258496,70.32255962172717,5360.0,3953.0,3884.0,82.83315463754003,59.85874918682005,1912,988,1979,1068,1942.0870242562946,1025.4456180743707,"[[1912 1034]
 [1912 1035]
 [1912 1036]
 ...
 [1978 1018]
 [1978 1019]
 [1978 1020]]",0.6912220844979929,1,0.7246268656716418,83.5224520712844,0.30375909293626724,0.14685653543444543,0.03949256353619821,-1.1048535574281566,236.10764773832474,0.982544902605616,0.0,0.0
21,2143.0,1104.4405039664023,1125.6206252916472,52.23554675091909,5402.0,2262.0,2143.0,98.8779400680944,28.224059626469426,1071,1089,1145,1162,1105.1367453009761,1127.4306273791296,"[[1071 1094]
 [1071 1095]
 [1071 1096]
 ...
 [1143 1158]
 [1144 1157]
 [1144 1158]]",0.9583955555943062,1,0.3967049241021844,97.83659846908007,0.6699590401612397,0.39151800054339225,0.04233075358151075,0.8041956982705,226.14927829866735,0.9473916887709991,49.72800030518046,1.0
22,7448.0,1480.9632116004298,878.5498120300751,97.38114873622868,9216.0,7561.0,7448.0,100.2457103450788,95.31456995289892,1432,833,1528,929,1479.9650307520926,879.4244784748948,"[[1432  868]
 [1432  869]
 [1432  870]
 ...
 [1527  886]
 [1527  887]
 [1527  888]]",0.3097763166647721,1,0.8081597222222222,103.22790320451152,0.30829600712946725,0.2313150722329162,0.08005768630276582,0.2886967087362873,323.7645019878171,0.9850548869197197,3.242328526741436,0.0
23,1186.0,1484.2715008431703,1438.4384485666105,38.85951749643713,1521.0,1220.0,1186.0,40.37957272286906,37.59211959225521,1465,1420,1504,1459,1484.2065636331354,1439.5243050907768,"[[1465 1437]
 [1465 1438]
 [1465 1439]
 ...
 [1503 1434]
 [1503 1435]
 [1503 1436]]",0.3650989196872224,1,0.779750164365549,42.05948168962618,0.259816517847036,0.16905422462833553,0.05906718997907201,-1.0164793993541623,127.98275605729688,0.9721311475409836,2.472541390096895,0.0
24,6953.0,1890.0549403135337,980.3201495757227,94.08950289242465,10088.0,7200.0,6953.0,100.41886497177387,91.86520199230321,1836,937,1940,1034,1888.2562206998987,980.0744695469597,"[[1836  964]
 [1836  965]
 [1836  966]
 ...
 [1939  987]
 [1939  988]
 [1939  989]]",0.40386145792000055,1,0.6892347343378271,107.8563859954523,0.41111220228809936,0.3105735030352889,0.07677957265702293,0.5293377230978095,325.94826817189073,0.9656944444444444,15.663172350652324,1.0
25,7381.0,1548.9340197805175,1536.1628505622543,96.94215326518302,9153.0,7471.0,7381.0,115.31243009206506,81.70165386632479,1510,1479,1591,1592,1551.326805196984,1536.0793027410539,"[[1510 1525]
 [1510 1526]
 [1510 1527]
 ...
 [1590 1534]
 [1590 1535]
 [1590 1536]]",0.7056864580599762,1,0.8064022724789687,114.93476410555685,0.49111392138281906,0.3327197882193045,0.1348408727775947,-1.5581048566375286,327.1787155501902,0.9879534198902423,2.1255664911879144,0.0
26,10120.0,1599.662648221344,1427.6766798418973,113.512925223165,13200.0,10234.0,10120.0,133.7930842204226,96.61250249556454,1552,1362,1652,1494,1599.3373585529605,1425.4483962627444,"[[1552 1413]
 [1552 1414]
 [1552 1415]
 ...
 [1651 1411]
 [1651 1412]
 [1651 1413]]",0.6917846601615828,1,0.7666666666666667,133.79461872586654,0.5685235974011873,0.48467068945899267,0.10774432943350787,-1.275213469306956,383.50461735799473,0.988860660543287,29.078294041351946,1.0
27,3499.0,370.54929979994284,1001.1366104601315,66.7462745554262,4620.0,3563.0,3499.0,70.22074473895796,64.06823897122955,338,970,408,1036,369.43703957288596,1001.3663538272916,"[[ 338 1004]
 [ 338 1005]
 [ 338 1006]
 ...
 [ 406  998]
 [ 406  999]
 [ 407  994]]",0.4093367877858367,1,0.7573593073593073,73.16419889536138,0.1905977575611806,0.1151255465474357,0.04382652239154343,-0.5031497121829354,222.3086578651014,0.9820376087566657,0.0,0.0
28,6545.0,1650.9821237585943,1158.1711229946525,91.2871996519317,8500.0,6635.0,6545.0,98.34232051769364,84.98007445433916,1602,1117,1702,1202,1649.6860326199242,1159.838803633742,"[[1602 1155]
 [1602 1156]
 [1602 1157]
 ...
 [1700 1157]
 [1700 1158]
 [1701 1153]]",0.5032769518289231,1,0.77,100.4987562112089,0.34143605975304003,0.23567628374783192,0.06960204228019111,0.017049566729585876,304.49242404917493,0.9864355689525245,3.420187685969329,0.0
29,6303.0,1637.2584483579249,1541.3539584324924,89.58364164547973,8134.0,6414.0,6303.0,100.35526945957051,80.96532917162199,1588,1503,1686,1586,1635.7247257793326,1541.9888084000565,"[[1588 1546]
 [1588 1547]
 [1588 1548]
 ...
 [1685 1526]
 [1685 1527]
 [1685 1528]]",0.5908423632414966,1,0.7748955003688223,103.87011119662864,0.5235716198256738,0.4484884096089218,0.14090596332656927,-0.3381496076765023,301.7645019878171,0.9826941066417212,13.01644159609369,1.0
30,5512.0,882.9840348330914,1454.5482583454282,83.77407934785208,6840.0,5597.0,5512.0,101.51773270514016,69.49259214121135,837,1420,932,1492,883.134547737662,1454.678272141666,"[[ 837 1457]
 [ 837 1458]
 [ 837 1459]
 ...
 [ 931 1448]
 [ 931 1449]
 [ 931 1450]]",0.7289785988636258,1,0.8058479532163743,103.24727599312246,0.26432411806827133,0.1447584090608261,0.05346395825408131,-0.34525621603821843,283.7228714274745,0.9848132928354476,4.860791943236438,0.0
31,3850.0,1476.1433766233765,706.0485714285714,70.01408606295148,4956.0,3912.0,3850.0,84.21003263931502,58.51302313262197,1448,667,1507,751,1475.5643803883809,706.2639822390897,"[[1448  698]
 [1448  699]
 [1448  700]
 ...
 [1506  706]
 [1506  707]
 [1506  708]]",0.7191583456677371,1,0.7768361581920904,85.5102333057278,0.16825361568912642,0.11683388560775321,0.042159988233811445,-1.438485803929676,236.3086578651014,0.9841513292433538,6.12161440451667,0.0
32,2021.0,15.520534388916378,446.80158337456703,50.72688754408025,2760.0,2112.0,2021.0,70.9619902961498,37.724498745477774,0,414,40,483,14.495584484980547,445.64649973525474,"[[  0 424]
 [  0 425]
 [  0 426]
 ...
 [ 38 456]
 [ 39 454]
 [ 39 455]]",0.8469857663165297,1,0.7322463768115942,71.06335201775947,0.24837059572794432,0.18537158512915805,0.03694889260386102,-1.5397984404334801,185.29646455628165,0.9569128787878788,0.0,0.0
33,7385.0,1249.683547731889,1196.547731888964,96.96841773417351,9492.0,7558.0,7385.0,118.04934172838625,81.1130794594524,1195,1154,1308,1238,1251.6884519089206,1196.2421641246156,"[[1195 1212]
 [1195 1213]
 [1195 1214]
 ...
 [1307 1198]
 [1307 1199]
 [1307 1200]]",0.7265518310278968,1,0.778023598820059,120.33287165193059,0.3438286860757719,0.2818112353161414,0.07481688977990622,-0.23481405678931896,336.5929291125633,0.9771103466525536,4.305256733043413,0.0
34,7617.0,2015.032558750164,1200.8012340816595,98.47977260456959,10507.0,7762.0,7617.0,131.0033757210203,74.39243388027849,1976,1137,2055,1270,2014.096670419209,1202.3259194831953,"[[1976 1197]
 [1976 1198]
 [1976 1199]
 ...
 [2054 1197]
 [2054 1198]
 [2054 1199]]",0.8231206419334729,1,0.7249452745788522,133.5402561027947,0.20570430419213,0.14735441219909481,0.030602389869199692,1.5483498830391247,351.4629867976521,0.9813192476165936,0.0,0.0
35,1769.0,1226.272470322216,1689.8778971170152,47.459042917409356,3478.0,2135.0,1769.0,64.42967666717091,41.2574646984472,1202,1642,1249,1716,1226.9579282277475,1686.7362502283436,"[[1202 1696]
 [1202 1697]
 [1202 1698]
 ...
 [1248 1694]
 [1248 1695]
 [1248 1696]]",0.7680842681355924,1,0.5086256469235193,74.81310045707235,0.649074787563969,0.4658372852815583,0.04972319615684386,-1.3994782178522602,197.40916292848976,0.8285714285714286,10.578957808804457,1.0
36,3097.0,1549.6606393283823,1768.8033580884728,62.79508635271393,3904.0,3148.0,3097.0,67.78990377022294,58.3002244476002,1519,1737,1580,1801,1549.6320649907432,1768.147463347034,"[[1519 1770]
 [1519 1771]
 [1519 1772]
 ...
 [1579 1762]
 [1579 1763]
 [1579 1764]]",0.5102714784777151,1,0.7932889344262295,69.06518659932803,0.3302592916477146,0.2554334556170975,0.08134857714091198,-1.0101377046691493,206.75230867899737,0.9837992376111817,79.30843060959792,1.0
37,3755.0,1431.7667110519308,1124.3302263648468,69.14488043579608,4810.0,3821.0,3755.0,74.78032813290058,64.14971775145592,1399,1087,1464,1161,1431.9735065465566,1123.8849094891652,"[[1399 1127]
 [1399 1128]
 [1399 1129]
 ...
 [1463 1125]
 [1463 1126]
 [1463 1127]]",0.513913260259628,1,0.7806652806652806,75.02666192761077,0.14774939260139794,0.09644794228470072,0.05039043915229501,-1.33375985226223,228.89444430272832,0.982727034807642,3.2035706111238267,0.0
38,6852.0,1596.9190017513135,1234.9070344424986,93.40362605662231,9405.0,6932.0,6852.0,97.21184824885081,90.07288867563015,1548,1189,1647,1284,1592.5787567888149,1233.3361694021612,"[[1548 1228]
 [1548 1229]
 [1548 1230]
 ...
 [1645 1240]
 [1646 1236]
 [1646 1237]]",0.37613994236916004,1,0.7285486443381181,99.72462083156798,0.3737880073583357,0.219967373125605,0.08212598223242494,0.5984773778925784,308.43354954612926,0.9884593190998269,1.1545586327916382,0.0
39,7680.0,1115.84609375,1721.2096354166667,98.88619571793653,10735.0,7969.0,7680.0,109.94307641561244,89.99092714640798,1070,1661,1165,1774,1119.672710981434,1717.4791608979417,"[[1070 1731]
 [1070 1732]
 [1070 1733]
 ...
 [1164 1727]
 [1164 1728]
 [1164 1729]]",0.5744738821507908,1,0.7154168607359106,119.85407794480753,0.4526705146017055,0.2336479477523646,0.03270264530164702,1.0604503405832624,343.3624817342638,0.9637344710754172,0.0,0.0
40,6145.0,1055.7456468673718,601.0366151342555,88.45369976658735,8080.0,6230.0,6145.0,99.86781103283667,78.80077998912085,1017,553,1097,654,1055.1179006832454,601.8720736391678,"[[1017  593]
 [1017  594]
 [1017  595]
 ...
 [1096  602]
 [1096  603]
 [1096  604]]",0.6143279050974402,1,0.760519801980198,102.25947388873072,0.17767149289415038,0.11948020592664119,0.0432662734650495,1.5566522300651802,296.492424049175,0.9863563402889246,22.21797512779431,1.0
41,5892.0,1224.5908010862186,695.5823150033945,86.61366749872435,7540.0,6026.0,5892.0,133.83594119353597,56.460325928480884,1162,666,1292,724,1228.0348074436047,696.2207487206787,"[[1162  690]
 [1162  691]
 [1163  686]
 ...
 [1291  707]
 [1291  708]
 [1291  709]]",0.9066599559809075,1,0.7814323607427056,131.68523075880606,0.24144552077720857,0.15135702365964862,0.03964655707572453,0.0858483553250222,328.3086578651014,0.9777630268835048,11.505958648050658,1.0
42,7233.0,1731.719480160376,1661.2596433015347,95.9653147083332,11484.0,7765.0,7233.0,110.59400338112097,87.78376202118005,1686,1612,1785,1728,1731.392256824039,1661.6599507194633,"[[1686 1670]
 [1686 1671]
 [1686 1672]
 ...
 [1784 1653]
 [1784 1654]
 [1784 1655]]",0.6082468352658807,1,0.6298328108672936,117.64777940955791,0.25674118237408333,0.17957094674552274,0.05507563826836911,-0.9609144425314797,351.01933598375615,0.9314874436574372,2.610803387502861,0.0
43,6745.0,1145.5200889547814,1269.2536693847294,92.67146664016208,8730.0,6825.0,6745.0,100.04072733931761,87.07953099525058,1101,1226,1191,1323,1146.2564709068672,1271.0316162441231,"[[1101 1248]
 [1101 1249]
 [1101 1250]
 ...
 [1190 1265]
 [1190 1266]
 [1190 1267]]",0.4922731042983958,1,0.7726231386025201,105.19030373565806,0.24362469701170658,0.12801024667296476,0.0564764004383075,1.095719993672123,310.2497833620557,0.9882783882783883,19.79017318989853,1.0
44,7894.0,1950.5540917152268,1369.948695211553,100.2544411292556,10508.0,8005.0,7894.0,141.9244514559823,71.22560291378828,1912,1300,1986,1442,1950.3637892310662,1369.400006915801,"[[1912 1381]
 [1912 1382]
 [1912 1383]
 ...
 [1985 1373]
 [1985 1374]
 [1985 1375]]",0.8649513280717173,1,0.7512371526456033,143.54441821262157,0.19121276067684678,0.1407563593057992,0.07341451669043787,-1.4407435851640376,361.8061325481597,0.9861336664584635,137.27284657053482,1.0
45,4449.0,1355.8536749831424,1482.7554506630704,75.26382088710844,6552.0,4598.0,4449.0,103.06575581021542,56.071522819362954,1325,1434,1388,1538,1355.888719765808,1483.1435481511337,"[[1325 1463]
 [1325 1464]
 [1325 1465]
 ...
 [1387 1493]
 [1387 1494]
 [1387 1495]]",0.8390616156086721,1,0.6790293040293041,104.58011283222064,0.21869134386701797,0.14598948210401624,0.06914918509084518,1.334007067958972,273.35028842544403,0.9675946063505872,5.322087434195469,0.0
46,11323.0,1423.6243928287556,483.1564073125497,120.07036006040894,15390.0,11495.0,11323.0,166.53966195604585,87.08867840754897,1346,435,1508,530,1427.7357297586027,484.9736845545186,"[[1346  476]
 [1346  477]
 [1346  478]
 ...
 [1506  504]
 [1507  502]
 [1507  503]]",0.8523752877605427,1,0.7357374918778428,164.75436261295178,0.2930678494421187,0.19914855323351494,0.03733916099293865,0.26580419713461306,432.0904037956216,0.9850369725967812,0.0,0.0
47,7777.0,1225.5408255111226,1522.0731644593031,99.50871288186457,10848.0,7954.0,7777.0,120.58418754100222,84.35618719776164,1170,1475,1283,1571,1221.102132089357,1527.5168235188073,"[[1170 1525]
 [1170 1526]
 [1170 1527]
 ...
 [1282 1496]
 [1282 1497]
 [1282 1498]]",0.7145713226457113,1,0.7169063421828908,127.4244874425634,0.4229909048934113,0.23796852192842433,0.051621527833298216,-0.5295136302036609,348.97770542341357,0.9777470455116922,2.3786678873884184,0.0
48,1200.0,1564.6466666666668,1674.2075,39.08820095223359,1848.0,1296.0,1200.0,48.900417001267776,33.12958606227485,1542,1649,1584,1693,1564.6433468917178,1674.0066466086798,"[[1542 1674]
 [1542 1675]
 [1542 1676]
 ...
 [1583 1672]
 [1583 1673]
 [1583 1674]]",0.7355311828439153,1,0.6493506493506493,49.64876634922564,0.4617551113312912,0.392816333431979,0.20745536667990552,-0.7185425545161293,138.71067811865476,0.9259259259259259,0.02969405661097127,0.0
49,6249.0,690.3006881100977,1311.8122899663947,89.19906902569124,8352.0,6410.0,6249.0,102.28559011790958,78.90221990483437,642,1269,738,1356,691.5840633631494,1313.9455721719817,"[[ 642 1303]
 [ 642 1304]
 [ 642 1305]
 ...
 [ 737 1308]
 [ 737 1309]
 [ 737 1310]]",0.6363610439315103,1,0.7482040229885057,103.58571330062848,0.2896020976413743,0.17965656830753182,0.061178968633345945,0.46085640949278106,304.5929291125633,0.9748829953198128,97.86652933546961,1.0
50,6342.0,1307.9321980447808,1727.3046357615895,89.86036497093923,8322.0,6440.0,6342.0,114.81366310609167,70.92908299340121,1250,1691,1364,1764,1309.3550463933952,1726.8288981029057,"[[1250 1715]
 [1250 1716]
 [1250 1717]
 ...
 [1363 1738]
 [1363 1739]
 [1363 1740]]",0.7863544186135086,1,0.7620764239365537,117.15374513859982,0.4589032246355562,0.25254693991708876,0.05966148213383178,0.17978340618384508,313.1787155501902,0.9847826086956522,86.83524834058136,1.0
51,5617.0,820.4997329535339,464.85597293929146,84.56823589727652,7623.0,5703.0,5617.0,102.8079763591469,70.31406253436035,781,416,858,515,822.8875951875679,463.8037765379615,"[[781 471]
 [781 472]
 [781 473]
 ...
 [857 461]
 [857 462]
 [857 463]]",0.7295421363097798,1,0.7368490095762823,105.70241246064349,0.12394033038056174,0.08372896821385606,0.03153125211393628,-1.0674147375800596,290.5929291125633,0.9849202174294232,634.2194552529182,1.0
52,7319.0,1559.5125017078835,806.4235551304823,96.53414021949258,10791.0,7504.0,7319.0,110.80451829856479,86.12535853814106,1510,749,1609,858,1558.332644414819,806.708188275498,"[[1510  796]
 [1510  797]
 [1510  798]
 ...
 [1608  818]
 [1608  819]
 [1608  820]]",0.6291634993477233,1,0.6782503938467241,112.08925015361643,0.28414689499355006,0.18040988024718158,0.05958071809288736,0.9851298570566152,329.9898987322333,0.9753464818763327,6.10919356069276,0.0
53,8529.0,1713.5150662445774,1422.3451752843241,104.20873320910395,11970.0,8680.0,8529.0,109.81214082026652,100.17733607493531,1657,1368,1771,1473,1711.4374697475391,1418.9170645817708,"[[1657 1437]
 [1657 1438]
 [1657 1439]
 ...
 [1769 1433]
 [1769 1434]
 [1770 1431]]",0.40960935460821996,1,0.712531328320802,114.93476410555685,0.4632681453445125,0.33677228709892326,0.11386395845310832,0.3570731133358663,353.747258045114,0.9826036866359447,17.933348592355223,1.0
54,3225.0,765.9649612403101,1355.614573643411,64.07961869245868,5092.0,3882.0,3225.0,84.37505022610026,54.89087536864504,731,1325,807,1392,764.8906421450548,1356.276469684688,"[[ 731 1365]
 [ 731 1366]
 [ 731 1367]
 ...
 [ 806 1372]
 [ 806 1373]
 [ 806 1374]]",0.7594564583751265,1,0.6333464257659073,80.65358020571685,0.21502260985893182,0.13673278831391375,0.06361011507262807,-0.4273720494738587,249.6934341759516,0.8307573415765069,1.2635538261997405,0.0
55,4436.0,1799.4697926059514,731.3494138863841,75.15377981475837,5751.0,4504.0,4436.0,80.85943891066319,69.97518210026001,1765,692,1836,773,1798.323486618995,733.0714031185579,"[[1765  730]
 [1765  731]
 [1765  732]
 ...
 [1835  730]
 [1835  731]
 [1835  732]]",0.5010939795927545,1,0.7713441140671188,81.88406438373708,0.1502219916031976,0.09922132566799023,0.03445659723666535,-1.3437519614331,248.45079348883235,0.9849023090586145,0.0,0.0
56,6553.0,1812.998779185106,1567.840988860064,91.34297311041239,8645.0,6648.0,6553.0,99.79508690055678,84.49679847125259,1763,1522,1858,1613,1813.6114367507807,1568.815042245679,"[[1763 1570]
 [1763 1571]
 [1763 1572]
 ...
 [1857 1560]
 [1857 1561]
 [1857 1562]]",0.5320658292317979,1,0.7580104106419896,102.9271587094485,0.23472101559444267,0.14790057792525266,0.07186979337517062,-0.6249530546171633,306.492424049175,0.9857099879663056,10.95925841153582,1.0
