label,area,centroid-0,centroid-1,equivalent_diameter,bbox_area,convex_area,filled_area,major_axis_length,minor_axis_length,bbox-0,bbox-1,bbox-2,bbox-3,weighted_centroid-0,weighted_centroid-1,coords,eccentricity,euler_number,extent,feret_diameter_max,max_intensity,mean_intensity,min_intensity,orientation,perimeter,solidity,Fluorescence_Intensity,filtered_GMM_stemness
1,3444.0,1570.6837979094078,1918.8016840882694,66.21961183869851,4352.0,3499.0,3444.0,69.45301944037425,63.193159818924755,1539,1886,1603,1954,1569.1767630916115,1917.677518228008,"[[1539 1915]
 [1539 1916]
 [1539 1917]
 ...
 [1602 1918]
 [1602 1919]
 [1602 1920]]",0.41489532224024805,1,0.7913602941176471,70.83784299369935,0.28980424486014567,0.17754045528513676,0.03388753138795699,-1.3128971472596709,217.82337649086284,0.9842812232066305,0.0,0.0
2,3507.0,516.519247219846,1570.5280866837752,66.82253424845706,4884.0,3569.0,3507.0,74.65609319361259,60.66408780800002,478,1540,552,1606,517.9815571492848,1570.5726525719558,"[[ 478 1562]
 [ 478 1563]
 [ 478 1564]
 ...
 [ 551 1571]
 [ 551 1572]
 [ 551 1573]]",0.5828489354424929,1,0.7180589680589681,75.31268153505093,0.2493312635252965,0.16816036865538725,0.0452944881724311,0.40075961179401776,225.03657992645927,0.9826281871672737,79.56462958724346,1.0
3,5052.0,1598.2559382422803,733.8857878068092,80.2022828852274,7500.0,5239.0,5052.0,95.8734333782866,69.14514982473754,1543,697,1643,772,1596.032016326166,732.8066382274783,"[[1543  729]
 [1544  728]
 [1544  729]
 ...
 [1642  743]
 [1642  744]
 [1642  745]]",0.6927135480255876,1,0.6736,101.6070863670443,0.447562982177702,0.34556235247500844,0.13232168660808305,0.3241023452374969,282.14927829866735,0.9643061652987212,9.055085069047076,0.0
4,4269.0,1471.0812836729913,706.7011009604123,73.72556962461809,5696.0,4329.0,4269.0,89.65136058036009,61.06767900606875,1438,663,1502,752,1470.8096197318582,706.4628112718863,"[[1438  709]
 [1438  710]
 [1438  711]
 ...
 [1501  700]
 [1501  701]
 [1501  702]]",0.7321267188159548,1,0.7494733146067416,90.4267659490264,0.4592722951117366,0.3495656843054984,0.09281673743323712,-1.3341372755896508,249.86500705120545,0.9861399861399861,12.335713740749219,0.0
5,5734.0,761.2518311824207,1114.4869201255667,85.44445885785352,7566.0,5828.0,5734.0,103.72472421800596,70.8932754696175,713,1075,810,1153,762.2464200541077,1114.9916962583418,"[[ 713 1115]
 [ 713 1116]
 [ 714 1107]
 ...
 [ 809 1131]
 [ 809 1132]
 [ 809 1133]]",0.7299737435519138,1,0.7578641289981496,103.73041983911952,0.41063563747414333,0.31692346535526184,0.12842031866843404,0.4070527737586471,292.1076477383248,0.9838709677419355,16.575120164797433,1.0
6,5880.0,771.6802721088435,847.2811224489795,86.52542125319447,8820.0,5976.0,5880.0,114.7636765135731,65.62835861267577,723,801,821,891,770.529486231919,847.873989100909,"[[723 860]
 [723 861]
 [723 862]
 ...
 [820 818]
 [820 819]
 [820 820]]",0.8203536439899619,1,0.6666666666666666,114.63420083029322,0.28607386802936635,0.1955788026008219,0.07992888424539123,-0.7183082146778998,302.2914139223983,0.9839357429718876,4.587273975738155,0.0
7,2643.0,1117.082103670072,1511.4233825198637,58.01010357459324,3900.0,2723.0,2643.0,70.47339293983957,48.78614928611836,1077,1487,1152,1539,1116.091056312926,1510.8893913206232,"[[1077 1512]
 [1078 1510]
 [1078 1511]
 ...
 [1151 1508]
 [1151 1509]
 [1151 1510]]",0.7216449341278013,1,0.6776923076923077,75.4254598925323,0.739850746071742,0.5668906340276649,0.08731991882470208,-0.0321839703029138,203.1370849898476,0.9706206390011017,77.01300068665599,1.0
8,3649.0,1536.027678816114,1387.2375993422856,68.16194758616136,5005.0,3718.0,3649.0,90.08937142276504,52.55647293378295,1510,1347,1565,1438,1537.2822303225082,1387.6140534598835,"[[1510 1376]
 [1510 1377]
 [1510 1378]
 ...
 [1564 1375]
 [1564 1376]
 [1564 1377]]",0.8121982649475952,1,0.7290709290709291,91.44397191723465,0.6613411099195555,0.37524111727200515,0.13128482223557295,-1.488946541699581,242.3086578651014,0.9814416352877892,46.12109559777219,1.0
9,4570.0,1320.4601750547047,2019.644420131291,76.28043470929943,6732.0,4705.0,4570.0,96.02741149785037,61.28568459831366,1287,1971,1353,2073,1320.7305283654716,2023.7666914256238,"[[1287 2016]
 [1287 2017]
 [1287 2018]
 ...
 [1352 2018]
 [1352 2019]
 [1352 2020]]",0.7698620610612587,1,0.6788472964943553,102.23991392797629,0.28038460601331666,0.18691606763502527,0.026506756498290776,-1.4459105979820197,269.32085117392114,0.971307120085016,0.0,0.0
10,1273.0,1058.2482325216024,1506.3967007069914,40.25958197060499,1750.0,1389.0,1273.0,48.69342618445555,34.200752672791076,1036,1489,1086,1524,1059.1288398709075,1507.0893285418883,"[[1036 1497]
 [1036 1498]
 [1036 1499]
 ...
 [1084 1501]
 [1084 1502]
 [1085 1501]]",0.7118130364687284,1,0.7274285714285714,52.773099207835045,0.6597036599629345,0.4905474802687309,0.13037959434541324,0.29652876584388,149.0538238691624,0.9164866810655148,9.572159914549477,0.0
11,3921.0,1479.442234123948,1450.4327977556745,70.65672122952333,5994.0,3998.0,3921.0,88.71370102506843,56.965346658364446,1441,1413,1522,1487,1478.5432746973406,1450.8699926433749,"[[1441 1461]
 [1441 1462]
 [1441 1463]
 ...
 [1520 1442]
 [1521 1438]
 [1521 1439]]",0.7665993710576142,1,0.6541541541541541,89.35882720806042,0.6406069721291017,0.4536621740727674,0.12511152702295056,-0.6988230816873404,243.9066376115481,0.9807403701850925,17.70293736171511,1.0
12,4234.0,1361.3814359943317,1481.4877184695324,73.42272286158202,6480.0,4345.0,4234.0,95.05636234294047,58.09709750547405,1323,1440,1403,1521,1359.2682262369422,1480.2176871619856,"[[1323 1447]
 [1323 1448]
 [1324 1446]
 ...
 [1402 1494]
 [1402 1495]
 [1402 1496]]",0.7914871668851429,1,0.653395061728395,95.90099061010788,0.6056389779482918,0.45982240049508694,0.1015179279192449,0.8399154813400531,259.4213562373095,0.9744533947065592,3.633569848172732,0.0
13,6829.0,909.0109825743154,1208.0464196807732,93.24673104724062,9800.0,6936.0,6829.0,114.18672636078078,76.9891679389102,861,1161,961,1259,906.6170660381646,1209.4062354275575,"[[ 861 1219]
 [ 861 1220]
 [ 861 1221]
 ...
 [ 960 1184]
 [ 960 1185]
 [ 960 1186]]",0.7385130266113124,1,0.6968367346938775,115.37764081484765,0.44292193802453067,0.3135114283817154,0.07982401454303743,-0.805728760619884,321.1198410471445,0.9845732410611303,19.620859082932792,1.0
14,2228.0,1588.472172351885,1804.3657989228006,53.26140915963398,3538.0,2317.0,2228.0,64.0652810662586,46.111097236904904,1559,1771,1617,1832,1588.4650404596841,1801.471882094336,"[[1559 1812]
 [1559 1813]
 [1559 1814]
 ...
 [1616 1800]
 [1616 1801]
 [1616 1802]]",0.6942315457763653,1,0.6297343131712833,65.39113089708727,0.4107450741901045,0.225134132251323,0.0529782311415592,-0.865035477011314,186.55129855222071,0.9615882606819163,4.23427176317998,0.0
15,7485.0,1524.2400801603205,1296.0570474281897,97.6227329690308,10682.0,7655.0,7485.0,106.19704061419594,91.59160092135122,1477,1239,1575,1348,1525.7274624993051,1296.3820125679047,"[[1477 1304]
 [1477 1305]
 [1477 1306]
 ...
 [1574 1306]
 [1574 1307]
 [1574 1308]]",0.5061107677908786,1,0.700711477251451,112.79184367674819,0.6613257735694205,0.5278868284095061,0.09278813082286616,1.3238160906487246,333.50461735799473,0.9777922926192031,57.22183566033418,1.0
16,4141.0,1072.2859212750543,1273.6853417049022,72.61187888182145,5874.0,4251.0,4141.0,88.96483823200158,61.79797237067209,1042,1224,1108,1313,1073.1643964782236,1273.0713760387905,"[[1042 1279]
 [1042 1280]
 [1042 1281]
 ...
 [1106 1293]
 [1106 1294]
 [1107 1291]]",0.7193636493424294,1,0.7049710589036432,89.67719888578144,0.32439933979844343,0.17746515127663007,0.04911170255462337,1.4732172988399193,257.96551211459376,0.9741237355916255,90.03285267414358,1.0
17,5797.0,1694.493358633776,1808.8080041400724,85.91256974872617,7954.0,5901.0,5797.0,96.31672645325585,79.4539098062363,1641,1770,1738,1852,1692.7182509700635,1806.8478422697997,"[[1641 1798]
 [1641 1799]
 [1641 1800]
 ...
 [1737 1808]
 [1737 1809]
 [1737 1810]]",0.5652447114306919,1,0.7288156902187578,98.71676655968832,0.48654225067285084,0.2747626308119806,0.036597146075028564,-0.021451881180796502,294.8355697996826,0.982375868496865,73.88793774319066,1.0
18,2615.0,1544.7762906309752,1637.734225621415,57.7020052466329,4026.0,2662.0,2615.0,76.41944806391436,44.25730596526505,1513,1603,1574,1669,1546.7012035990597,1636.6274552021605,"[[1513 1647]
 [1513 1648]
 [1513 1649]
 ...
 [1573 1634]
 [1573 1635]
 [1573 1636]]",0.8152304569289797,1,0.6495280675608545,77.42092740338364,0.6944581713144471,0.549789616706422,0.14703880480441026,-0.7840188930631272,201.96551211459382,0.982344102178813,36.44274052033265,1.0
19,5378.0,466.5842320565266,842.2621792487914,82.74951523474748,7600.0,5524.0,5378.0,91.7092459239579,76.90975566159936,423,794,503,889,463.69246551436447,841.3070720059893,"[[423 854]
 [423 855]
 [423 856]
 ...
 [502 854]
 [502 855]
 [502 856]]",0.5447076979550135,1,0.7076315789473684,95.63472172804185,0.2940061639598453,0.19422066177869177,0.0451778039370162,-1.3716395075543093,285.66399692442883,0.9735698769007965,12.450293736171512,0.0
20,6331.0,1676.5923234876007,1736.0721844890222,89.78240115812406,8648.0,6419.0,6331.0,95.7172103591056,84.77049954444745,1632,1689,1724,1783,1675.059854134017,1736.2904072166002,"[[1632 1744]
 [1632 1745]
 [1632 1746]
 ...
 [1723 1738]
 [1723 1739]
 [1723 1740]]",0.4643822453529147,1,0.7320767807585569,96.77293009927931,0.6097607333832937,0.5185878297657328,0.13101649423531708,-0.8467865324448984,298.8772003600252,0.9862906994859012,6.194644083314259,0.0
21,2419.0,1571.9462587846217,1212.2604381976023,55.497445515215915,3135.0,2458.0,2419.0,63.59485323333125,48.913758211485714,1542,1184,1599,1239,1572.0813045140458,1212.3997053550431,"[[1542 1217]
 [1542 1218]
 [1542 1219]
 ...
 [1598 1208]
 [1598 1209]
 [1598 1210]]",0.6390725118077801,1,0.7716108452950559,65.45991139621256,0.5556722984369277,0.4106356876507905,0.19936344373428916,-0.772772700008098,184.26702730475878,0.98413344182262,47.63533989471275,1.0
22,6610.0,709.3125567322239,1687.7815431164902,91.73937753603643,9720.0,6820.0,6610.0,109.48562009793788,78.53940032103066,660,1643,768,1733,711.1178410926625,1685.7221659402853,"[[ 660 1686]
 [ 660 1687]
 [ 661 1678]
 ...
 [ 766 1695]
 [ 766 1696]
 [ 767 1694]]",0.6967140081791172,1,0.6800411522633745,108.77959367454909,0.40025708778243346,0.29035916350610985,0.024947477717235045,0.3746354787106348,321.9482681718907,0.969208211143695,21.887266346227204,1.0
